EmployeeID,Avg_Hours,No_of_leaves
1,7.3782423371647505,17
2,7.712582391713748,13
3,6.954793388429752,7
4,7.187041371158393,14
5,8.011515873015872,4
6,10.738615799343647,12
7,6.952101293103448,17
8,6.707770919067215,6
9,7.225381642512077,19
10,7.097961775878442,15
11,8.348801290917473,8
12,7.045671968649146,8
13,9.21883066472586,20
14,9.395913711583924,14
15,6.087533425541724,8
16,6.613014533520863,12
17,6.585233724914342,22
18,10.942976513098465,3
19,6.901147030651341,17
20,9.265248917748918,18
21,7.539130747126437,17
22,6.004393399810066,15
23,8.378706896551723,17
24,6.822402433425161,7
25,7.082138047138048,18
26,9.320372291378517,8
27,10.942247791724778,10
28,7.525562617702448,13
29,10.942409693644262,6
30,6.799002415458937,19
31,10.06734010270775,11
32,6.660880394857667,7
33,10.453716761633428,15
34,6.160427526291724,6
35,6.56640625,9
36,10.288413553639847,17
37,9.918557162534436,7
38,5.994806397306398,18
39,6.736078071463534,22
40,7.66950720595072,10
41,7.1633014571949,5
42,7.520209219858156,14
43,6.885067722681359,7
44,6.99641087962963,9
45,7.216613160291439,5
46,7.145079861111111,9
47,7.584732860520095,14
48,7.805732536333802,12
49,6.9166483113069015,22
50,6.8380482456140355,21
51,10.863679981634528,7
52,9.152120253164556,12
53,6.778963272896327,10
54,7.28412429378531,13
55,8.582576275045538,5
56,6.752408963585434,11
57,10.971407029478458,4
58,7.638788546255507,22
59,9.905408093278464,6
60,7.894363086936308,10
61,10.599729052823315,5
62,10.464868665736867,10
63,10.0128367003367,18
64,6.580392089620485,6
65,7.480352789498359,12
66,10.660170940170941,2
67,6.1340589080459775,17
68,6.546921194322075,22
69,6.073887670565302,21
70,9.942148825654924,3
71,7.384075987144168,7
72,6.453103566529493,6
73,6.289152482269503,14
74,9.256174843674845,18
75,6.0225441106342394,16
76,7.177056489262372,11
77,7.0825906795224975,7
78,9.818376623376624,18
79,10.430599033816424,19
80,6.804708275220827,10
81,7.581011733716474,17
82,6.053864981785064,5
83,6.0245409604519775,13
84,8.909747474747475,7
85,10.332822128851541,11
86,8.39304189435337,5
87,7.888257033857893,16
88,7.079627285513362,12
89,9.607683635518365,10
90,7.769392143189215,10
91,6.261744022503516,12
92,6.232877920839294,16
93,8.76799829434698,21
94,7.705875239463602,17
95,7.266697663328564,16
96,10.765714125056231,2
97,10.404020408163266,4
98,6.0073994055784175,6
99,6.120405625290563,10
100,8.126176001821493,5
101,7.26370929118774,17
102,7.063012371615312,11
103,6.285669030732861,14
104,8.074073676680973,16
105,7.9476382823871905,20
106,10.450502645502645,18
107,8.016467051467052,18
108,6.078254142300195,21
109,7.545882212684788,16
110,6.865403381642512,19
111,9.269056267806267,15
112,10.731808943089431,3
113,5.96644806763285,19
114,7.779246031746032,4
115,7.686011064030132,13
116,6.14490780141844,14
117,7.111187739463602,17
118,7.779973379629629,9
119,7.583827972709552,21
120,5.991029202279202,15
121,9.09291962174941,14
122,8.61930202448211,13
123,9.9864384057971,19
124,6.8952405002405,18
125,6.958255787037037,9
126,6.272508417508417,18
127,6.359467984934087,13
128,8.2075,9
129,6.45817824074074,9
130,6.618227053140097,19
131,7.433839243498817,14
132,9.877951247165534,4
133,7.430761534839925,13
134,7.475323295985061,11
135,5.974214390602056,22
136,6.799212962962963,15
137,6.116290708812261,17
138,7.599263338228096,22
139,8.865289449112979,11
140,10.815427442528737,17
141,10.619103481163567,16
142,6.98270474137931,17
143,8.983801587301588,4
144,7.323307763830776,10
145,7.58712358276644,4
146,6.552947210696173,8
147,6.186024011299435,13
148,6.428639359698682,13
149,8.184961133973479,6
150,6.726034927332396,12
151,7.322873522458629,14
152,6.815796375774917,16
153,7.265555555555555,19
154,6.155116139846743,17
155,7.5362458977965305,12
156,6.5384302054155,11
157,10.572711864406779,13
158,6.1417670093000485,22
159,8.524576887013595,12
160,5.978688071188071,18
161,6.269103034752814,22
162,7.834516856600191,15
163,7.144931129476584,7
164,6.603913502109705,12
165,7.817505935422602,15
166,6.698542538354253,10
167,6.272794612794613,18
168,7.208972336534066,6
169,6.287153935185185,9
170,7.262585377585377,18
171,7.7664879227053145,19
172,6.801721763085399,7
173,6.445122269705603,15
174,7.663786307053942,8
175,7.534478869895536,15
176,9.157827635327637,15
177,6.381046374764595,13
178,8.448926875593543,15
179,6.946944444444444,5
180,6.456509912402028,8
181,8.82682277318641,7
182,6.514239766081872,21
183,10.875079699953117,12
184,7.7420868644067795,13
185,7.24102800546448,5
186,6.335201804368471,15
187,6.728032708032708,18
188,7.362440898345153,14
189,6.161294685990338,19
190,5.9492978063900805,16
191,7.315545309653917,5
192,7.090346648301193,7
193,8.66553145087236,7
194,10.783578154425612,13
195,7.38541912487709,23
196,9.151367258652094,5
197,7.337937378167641,21
198,7.378059013370217,8
199,6.683645536562203,15
200,9.187641770401108,8
201,6.865818224081822,10
202,9.22224154589372,19
203,6.003930131004367,20
204,6.251694688109161,21
205,6.347300750117206,12
206,8.68355746304244,16
207,7.38315625,9
208,6.1839973196881095,21
209,7.673750581125058,10
210,7.4968660673121255,8
211,9.069735883424409,5
212,6.01187989857077,8
213,5.984147153351699,7
214,5.971442352394235,10
